,business_id,name,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
20,fMZRia9Jq8CXgP3Wna6_gg,Cha Ba Thai,Portland,OR,97213,45.5425541,-122.6033063,4.0,332,1,"Restaurants, Thai"
21,A2EQ-c_AaRoTmRGfO-HByQ,HOTLIPS Pizza - Hawthorne,Portland,OR,97214,45.512154,-122.6431199,3.5,177,1,"Food, Beer, Wine & Spirits, Restaurants, Fast Food, Pizza, Gluten-Free"
22,1iU41Mf9FGZACZZmdaemaw,Headwaters,Portland,OR,97205,45.5172228,-122.6810692,3.0,307,0,"Bars, Wine Bars, Food, Nightlife, Restaurants, Seafood, Desserts"
23,3thW8u8cgdCLKgYhKMhXBw,A Thai Basil,Portland,OR,97205,45.5205359903,-122.6816037297,3.0,41,0,"Food Stands, Food, Thai, Food Trucks, Bubble Tea, Restaurants"
24,Dz3GF5EvC3kzM-Jf_nLCDw,McDonald's,Portland,OR,97220,45.526686131,-122.5382611156,1.5,37,1,"Coffee & Tea, Restaurants, Fast Food, Burgers, Food"
25,LzqmHdwLkAsd4asB0dc5_A,Bamboo Izakaya,Portland,OR,97211,45.5591054,-122.6512761,4.0,42,0,"Pubs, Restaurants, Nightlife, Breakfast & Brunch, Bars, Japanese, Cocktail Bars"
26,E4ejoHJHIOvVhkca3kWRuQ,McDonald's,Portland,OR,97202,45.4977464697,-122.6360719,2.0,77,1,"Food, Fast Food, Restaurants, Coffee & Tea, Burgers"
27,SRHQEF2-VPS_dl1_ZDH0gA,Laughing Planet,Portland,OR,97255,45.4789575,-122.6202643,3.5,155,1,"Juice Bars & Smoothies, Cafes, Mexican, Vegetarian, Restaurants, American (New), Food, Vegan, Salad"
28,cl8_roQGXbifAdRyFlk03g,Pizza Oasis,Portland,OR,97210,45.5234782,-122.6972354,4.0,87,0,"Pizza, Restaurants"
29,sP1TtjP1pdCY03-K3ehVkA,Plumper Pumpkin Patch and Tree Farm,Portland,OR,97231,45.607328,-122.870514,3.5,44,1,"Home Services, Farms, Specialty Food, Local Flavor, Food, Plumbing, Fruits & Veggies, Arts & Entertainment, Attraction Farms, Home Decor, Pumpkin Patches, Home & Garden, Christmas Trees, Farmers Market, Shopping"
30,U4sddbqRBCS4Km-B7y3vBA,Jolly Roger At John's Landing,Portland,OR,97239,45.4827956,-122.6760019,4.0,60,1,"Bars, Restaurants, American (New), American (Traditional), Sports Bars, Nightlife"
31,RkQr7J48WkYqfLGwflGbTg,DB Dessert Company,Portland,OR,97213,45.5263002,-122.5928822,4.5,14,1,"Bakeries, Custom Cakes, Desserts, Food"
32,GvLnnALFOCdxdUrUCSfs-Q,Portland Seafood Company,Portland,OR,97216,45.517338,-122.563968,3.5,280,0,"Restaurants, Seafood, American (Traditional)"
33,sJNMic9YAN7rSy8RnHZ0qw,Moon Dream,Portland,OR,97220,45.5459972,-122.5785237,4.5,9,1,"American (New), Nightlife, Bars, Karaoke, Restaurants"
34,w4h0Bq9-CTznhi5tudupaw,Imbibe Restaurant & Lounge,Portland,OR,97214,45.512142,-122.6430726,3.0,41,0,"Nightlife, Music Venues, Vegetarian, Arts & Entertainment, Lounges, Restaurants, Mass Media, Print Media, Bars"
35,iBl91YcJwdTG6zpTJaWhNA,Ole Cafe,Portland,OR,97201,45.510138,-122.677199,3.0,10,1,"Cafes, Restaurants, Delis, Sandwiches"
36,tjCT7EyHjDxnB5NCjxCnRg,Bar Rione,Portland,OR,97209,45.5289822,-122.6831063,4.5,35,1,"Bars, Food, Restaurants, Beer, Wine & Spirits, Nightlife, Italian, Wine Bars, Cocktail Bars"
37,QLavaVgcy8u0gpYbSPLEqw,Taco Bell,Portland,OR,97229,45.5247072,-122.8155379,2.0,48,1,"Restaurants, Fast Food, Breakfast & Brunch, Tacos, Mexican, Tex-Mex"
38,uMPGs_Jc1fBoxeGrCKqRiw,Panda Express,Portland,OR,97230,45.533263,-122.5373376,2.0,27,1,"Chinese, Restaurants, Fast Food"
39,_6UaDhBtrc1iCwwUMmUXVA,Mac and Tot Box,Portland,OR,97266,45.4936755,-122.5793608,4.0,7,1,"Comfort Food, Food, Italian, Food Trucks, Burgers, Restaurants"
40,_DZLlGP0YDHItOx6nqQbng,Java Jazz,Portland,OR,97266,45.4774062748,-122.5597039258,3.0,7,0,"Food, Coffee & Tea"
41,W4S9PIWTfRlW2lwPPunFvg,f&b cafe and catering,Portland,OR,97210,45.5375748,-122.7083825,2.5,11,0,"Cafes, American (Traditional), Restaurants"
42,bgiYHi1XjnOe_eZtcRq55g,Matt's BBQ Tacos,Portland,OR,97214,45.512267,-122.6323559,4.5,112,1,"Restaurants, Mexican, Barbeque, Food, Tacos, Food Trucks"
43,lJUfH-PUJTpLL_H_mU2NGg,Barbur Liquor Store,Portland,OR,97219,45.4541436,-122.7204587,3.5,35,1,"Tobacco Shops, Beer, Wine & Spirits, Shopping, Food"
44,V0rxT9YujJKLCcDHapaeyA,Picnic PDX,Portland,OR,97210,45.53217,-122.699013,4.5,44,0,"Cocktail Bars, Restaurants, American (New), Salad, Nightlife, Bars, Sandwiches"
45,kCvz5tJm9qz4HzKNwzanIg,Old Market Pub & Brewery,Portland,OR,97223,45.4659560323,-122.7480822802,3.0,325,1,"Sports Bars, Breweries, Nightlife, Pubs, Food, Bars"
46,9pMr0WgcKdDf6DxyNIIsaQ,Boyds Coffee,Portland,OR,97209,45.5260759,-122.6819204,3.5,14,0,"Coffee & Tea, Restaurants, Food"
47,z9iqrmwKkaJl429Mrfs3Yg,Noodles & Company,Portland,OR,97209,45.5238168,-122.6808522,3.5,141,0,"Asian Fusion, Mediterranean, Comfort Food, American (Traditional), Italian, Noodles, Restaurants"
48,mQ40Ai6OEPkR90GguM9ELQ,Mandi House,Portland,OR,97217,45.5627869,-122.6755114,3.5,72,0,"Restaurants, Mediterranean, Halal, Middle Eastern"
49,sCeUEBoPePy5KTf6iTAGqA,Outback Steakhouse,Portland,OR,97266,45.4544583,-122.5787463,2.5,150,0,"Steakhouses, Restaurants"
50,Gkcx90kCYgWPckzA4GI8yQ,Motivasi,Portland,OR,97218,45.5556854,-122.6202494,4.0,53,0,"Food, Coffee & Tea"
51,VpDVMno9lQFT9fmz2pWMjQ,Wildflower Baking,Portland,OR,97209,45.5265522,-122.688183,4.5,6,1,"Desserts, Food, American (New), Restaurants, Bakeries, Breakfast & Brunch"
52,zfasUshwU5NhibqKVQ7FIw,Chopsticks,Portland,OR,97214,45.5119301,-122.6263452,3.0,36,0,"Chinese, Vietnamese, Restaurants, Asian Fusion, Thai"
53,Ie3LnWkmTyUf6zL7tOVP2g,Gonzo At Bar XV,Portland,OR,97204,45.5228622485,-122.6724387118,4.5,75,0,"Mediterranean, Food, Bars, Vegetarian, Food Trucks, Gluten-Free, Nightlife, Middle Eastern, Restaurants"
54,XPuDaxtlL9FoTWsmoGo4Ew,Pollo Bravo,Portland,OR,97205,45.5211215191,-122.6835216,4.5,25,0,"Tapas Bars, Restaurants"
55,I8LnJbP17NHjXx3910cNvw,Taqueria Luna,Portland,OR,97202,45.4672699,-122.6531317,4.5,21,1,"Food Trucks, Food, Restaurants, Mexican"
56,J4dYSpqy6wxB2c8XNgsIJw,Taqueria Antojitos Yucateco,Portland,OR,97216,45.5192806032,-122.5585593831,4.5,65,1,"Restaurants, Food Stands, Mexican"
57,wZ46RfHIY6fnfqjMe6y7Eg,Kabob Kabob Persian Food,Portland,OR,97204,45.5198475,-122.6742938,5.0,6,1,"Restaurants, Food Stands, Kebab, Persian/Iranian, Fast Food"
58,E5KQwzqPogBCoGFx-n1T6Q,Devaki's Deli,Portland,OR,97230,45.558765,-122.53718,3.5,11,1,"Delis, Sandwiches, Food, Burgers, Restaurants"
59,LpBBIkjgmS48nWOPQGb6Xw,Certo,Portland,OR,97211,45.5592431,-122.648928,4.5,9,0,"Food, Italian, Food Trucks, Restaurants, Food Stands"
60,Agq4zoNLSIpT1_ZJbnrvww,Donut Palace,Portland,OR,97229,45.5429252,-122.8662879,4.5,173,1,"Food, Donuts"
61,Spvl69Qy_YfxhJ0HY3d-_w,Nutshell,Portland,OR,97227,45.5503455,-122.6665844,4.0,26,0,"Vegetarian, Restaurants, Vegan"
62,p0Sr-YXB4R1XKCSDUU1XZA,The Human Bean,Portland,OR,97213,45.539263,-122.6133463,4.0,43,1,"Food, Coffee & Tea"
63,Ak6ak8lb7qLlg0K4qdwAdg,Boxxes Video Bar,Portland,OR,97205,45.5224014,-122.6818992,3.5,17,0,"Restaurants, Seafood, Gay Bars, Bars, Nightlife"
64,iHX7opPMl-Cs7cI91YzmMw,We Be Weiners,Portland,OR,97206,45.484834,-122.598102,3.0,9,0,"Restaurants, Hot Dogs, American (Traditional), Food Stands, Food"
65,BN6qe6SgqO7cqMT5r8TRcw,Chan's Garden,Portland,OR,97267,45.4165053,-122.5928369,2.0,14,1,"Restaurants, Shopping, Chinese, Home & Garden, Nurseries & Gardening"
66,-M3ym49CjhILGvWWYW-rcg,Bitter Rose Coffee Bar,Portland,OR,97212,45.5376580617,-122.6213366667,4.5,22,1,"Coffee Roasteries, Coffee & Tea, Food"
67,2zDmhJcoHc1yQ7Vwgimk0g,Teote Outpost,Portland,OR,97204,45.5215004,-122.6724068,3.5,21,1,"Restaurants, Latin American"
68,jLo_xMHMSWSOba9TEseFKA,Your Inn Tavern,Portland,OR,97203,45.5937668,-122.7617864,4.0,40,1,"Bars, American (New), Restaurants, Nightlife"
69,5Vrg_1JXv0B6pvkdLVxvnw,Kkoki Korean BBQ - Portland,Portland,OR,97206,45.4990766,-122.5802742,4.0,86,1,"Barbeque, Korean, Restaurants"
70,BVaNoKbZx7MBjIYWQLtDmA,Cheryl’s on 12th,Portland,OR,97209,45.521998,-122.6830928,4.0,34,1,"Event Planning & Services, Wedding Planning, Caterers, Food, Food Delivery Services"
71,q4BxerFLw_MdNqLr2pMJvg,7-Eleven,Portland,OR,97203,45.5849388539,-122.7298083901,2.5,7,1,"Coffee & Tea, Convenience Stores, Food"
72,6YYu1SFIgFzfOjxsWyGbFw,Pizza Hut,Portland,OR,97219,45.4717738,-122.6858939,2.0,31,0,"Pizza, Restaurants, Italian, Chicken Wings"
73,8cKyXs9WLwajEBlWk_ZhWw,Holy Smokes Righteous Eats,Portland,OR,97221,45.4853202,-122.7178121,4.0,32,1,"Kosher, Food, Halal, Food Trucks, Restaurants, Barbeque"
74,sPAGskLJD0pSDl_QotGk3A,Reo's Ribs,Portland,OR,97266,45.495806,-122.548422,2.5,54,0,"American (Traditional), Soul Food, Southern, Barbeque, Comfort Food, Restaurants"
75,AXFwfcvUWwBWY-1AjJtOpg,Pizza Nostra,Portland,OR,97213,45.5483779653,-122.6131725311,3.5,143,1,"Pizza, Salad, Italian, Restaurants, Food, Food Delivery Services"
76,QwxkPvSZtyIb0hLBwhBzAg,Safeway,Portland,OR,97229,45.5279674,-122.8144201,2.5,52,1,"Grocery, Delis, Drugstores, Restaurants, Food, Bakeries, Shopping"
77,9YuN48Y2S-E70Oos9yHSMw,Bhuna,Portland,OR,97209,45.5278598478,-122.694169879,4.0,131,1,"Restaurants, Indian, Wine Bars, Nightlife, Event Planning & Services, Bars, Vegetarian, Cocktail Bars, Venues & Event Spaces, Vegan"
78,83_2zoVR2YmUse288HsK8g,The Stacks Coffeehouse,Portland,OR,97217,45.5629371,-122.6862232,4.5,37,1,"Breakfast & Brunch, Food, Restaurants, Coffee & Tea"
79,PUEIDJQmT4ubVNAIpkz3Lg,GP Kitchen,Portland,OR,97209,45.5263018,-122.6815055,4.5,10,0,"Salad, Restaurants, Delis, Cafes, American (Traditional)"
80,WRHUIR-ik25cA445KC7-3Q,Tabor Hill Cafe,Portland,OR,97214,45.51196,-122.624594,3.5,44,0,"American (Traditional), Restaurants"
81,U5a-jKSjttY6w_yjyJP4QQ,Fonda Rosa,Portland,OR,97232,45.5237001074,-122.6371273784,4.0,153,0,"Restaurants, Mexican"
82,2bgKzSVvnUqZtQSuRVULpQ,Pacific Grille,Portland,OR,97220,45.5743094,-122.5793881,2.0,17,1,"Restaurants, American (Traditional)"
83,wD1KxVyVQ5TsF1ReaMBHYg,TNT Grillin,Portland,OR,97211,45.5629014,-122.6589565,4.0,5,0,"Sandwiches, Food Trucks, Burgers, Food Stands, Restaurants, Food"
84,EXU9J5LCGb-CTs8sTOt-Eg,Burnside Brewing,Portland,OR,97214,45.5233947,-122.6583722,3.5,538,0,"Pubs, Bars, Food, American (New), Nightlife, Breakfast & Brunch, Breweries, Restaurants"
85,GXR2Jv645UiQr971MZyHWA,Basilisk,Portland,OR,97232,45.5290499433,-122.638252,4.5,497,1,"American (New), Chicken Shop, Restaurants"
86,67WxRl0uNZMPO573sBOffw,Woodblock Chocolate,Portland,OR,97212,45.5352945,-122.648606,5.0,33,1,"Food, Chocolatiers & Shops, Specialty Food"
87,npuvee4nvr0Pw7iNQxUzGg,Subway,Portland,OR,97206,45.4961907591,-122.6093193826,2.5,21,1,"Sandwiches, Restaurants, Fast Food"
88,-ehH_g5kTc1CSzydc6apOw,Over the Top,Portland,OR,97206,45.5053663,-122.5998345,4.5,22,0,"Restaurants, Food Stands, Burgers"
89,7qlaP32B8JPEJNb9pHGPdQ,Boxer Ramen,Portland,OR,97202,45.4737835754,-122.649564743,4.0,42,0,"Ramen, Japanese, Restaurants"
90,dXhuCvyz5nnaboNzp2KLiw,Reverend Nat's Hard Cider Taproom,Portland,OR,97212,45.536108527,-122.6637941119,4.5,112,1,"Beer, Wine & Spirits, Beer Bar, Bars, Food, Nightlife, Cideries"
91,GwOTbgMquAOTZPzOc_pdiA,Auntie Anne's,Portland,OR,97223,45.4494683,-122.7833414,2.0,12,1,"Pretzels, Food, Fast Food, Restaurants, Bakeries"
92,k3FzKinhC-dAGdhJGSXl_w,Khao Moo Dang,Portland,OR,97214,45.512252,-122.6328667,4.5,67,1,"Noodles, Restaurants, Thai, Comfort Food"
93,av9dVn6dKZk6zzWC3LQeAg,Mikkeller Brewery Portland Pop Up,Portland,OR,97214,45.5233948018,-122.6583721116,4.5,36,0,"Nightlife, Brewpubs, Breweries, Cocktail Bars, Bars, Food"
94,aCbbE21-tTrNj_KKvVIjgg,Dublin Pub,Portland,OR,97225,45.4868189,-122.747285,3.0,91,1,"Arts & Entertainment, Music Venues, Bars, Food, Pubs, Beer, Wine & Spirits, Restaurants, Irish, Nightlife"
95,vqjevk-nchiJveRlIw2uVQ,PDX Cookie,Portland,OR,97215,45.519284,-122.5819354,4.0,19,1,"Bakeries, Food, Desserts"
96,BTphruTjK0ECkGIFEv1VYg,La Costita,Portland,OR,97219,45.4716244201,-122.6859033109,3.0,95,0,"Nightlife, Mexican, Lounges, Bars, Restaurants"
97,FYQHebkSHB0DE3xbn3f7Yg,Kruger's Farm Market,Portland,OR,97231,45.647771,-122.823645,3.5,99,0,"Specialty Food, Arts & Entertainment, Farmers Market, Home & Garden, Food, Farms, Pick Your Own Farms, Pumpkin Patches, Shopping, Fruits & Veggies"
98,W6BYNq6t9aWB_noAD31fmQ,Mint 820,Portland,OR,97227,45.5409362,-122.6750666,3.5,268,0,"Bars, American (New), Nightlife, Lounges, Restaurants, Cocktail Bars"
99,i8yp39dEJ43Y2JroMXAy5w,Papa Lee's Kitchen,Portland,OR,97202,45.4642245,-122.6544946,5.0,42,1,"Food Trucks, Food, Restaurants, Food Stands, Street Vendors"
100,vutqSSGHZUxPKhfJWdckug,South,Portland,OR,97214,45.519926,-122.656011,5.0,49,1,"Food Trucks, Restaurants, Southern, Food"
101,XR_pXsexZveacolNMbyu7Q,Café Nordstrom,Portland,OR,97205,45.519155,-122.6803131,4.0,8,1,"Cafes, Diners, American (New), Restaurants"
102,083EkP5QPXRzsjQlHRP9NQ,HOTLIPS Pizza - PSU,Portland,OR,97201,45.5102042,-122.6834488,4.0,194,0,"Local Flavor, Fast Food, Gluten-Free, Pizza, Restaurants"
103,J5HZLevdqG_iTZ2egbL64A,The Wooden Chicken,Portland,OR,97230,45.5561028,-122.5335364,3.5,110,1,"Bars, Nightlife, American (New), Restaurants, Pubs"
104,jl319aAtsRKAueSPdwr61A,St Johns Coffee Roasters,Portland,OR,97203,45.5892997,-122.754006,4.5,97,1,"Coffee & Tea, Restaurants, Sandwiches, Food, Coffee Roasteries, Internet Cafes, Bagels"
105,tJn6TiHqJyVntY9d0MBpJQ,Auntie Anne's,Portland,OR,97266,45.435855,-122.572803,1.5,21,1,"Pretzels, Fast Food, Food, Restaurants, Bakeries"
106,URtPw-ehpESJmTc2js6Iog,Skipper's Seafood'n Chowder House,Portland,OR,97266,45.4443465,-122.5792748,3.0,11,0,"Seafood, Restaurants"
107,Hwj4O3Fzl9VAUcvfaxC5lg,Gyro Grill,Portland,OR,97222,45.4623912,-122.6295169,4.5,67,1,"Middle Eastern, Halal, Restaurants, Mediterranean"
108,xo8r7Bx0HaEmHSZ9e68VpA,Signal Station Pizza,Portland,OR,97203,45.5891878,-122.7523311,4.0,138,1,"Pizza, Restaurants"
109,cvehjqIA_yjGOKEaty_2RA,Checkerboard Pizza,Portland,OR,97204,45.5214549602,-122.6723356918,4.0,60,1,"Pizza, Restaurants"
110,y-Sq3xsXXjugqHgmP2IMzA,Hongs Restaurant Equipment & Supplies,Portland,OR,97266,45.483826,-122.577451,4.0,7,1,"Kitchen & Bath, Restaurant Supplies, Home & Garden, Restaurants, Professional Services, Wholesale Stores, Wholesalers, Shopping"
111,MaTpuOHDJg7aBrh7HhSNcQ,Savory Spice Shop,Portland,OR,97202,45.4677236,-122.6531231,4.5,56,1,"Food, Herbs & Spices, Specialty Food"
112,fCBR2YYEEZ1zojjz6Z_dVA,Biscuits Cafe,Portland,OR,97267,45.3956555,-122.6159695,3.5,20,1,"American (Traditional), Cafes, Breakfast & Brunch, Restaurants"
113,fhz8ugDFQWOx8l0Gh0-edQ,Urban Garlic,Portland,OR,,45.52454,-122.67178,3.5,7,0,"Food, Food Trucks, Sandwiches, Food Stands, Restaurants"
114,8ehEKnoY-ZFjRfM1q0Ybhg,Moda Cars,Portland,OR,97230,45.5625589879,-122.5286962341,1.0,6,0,"Car Dealers, Automotive, Restaurants, Pizza"
115,6Uia5wMrQWwrQDadShJ5hw,Hungaricana,Portland,OR,97217,45.5626737,-122.6808516,4.0,7,0,"Food Stands, Food, Food Trucks, Restaurants, Hungarian, Street Vendors"
116,Bzr_UttqAk7sBb3TIn6Apw,Portland Florist Shop,Portland,OR,97220,45.5265248,-122.5406926,4.0,63,1,"Event Planning & Services, Specialty Food, Arts & Crafts, Flowers & Gifts, Chocolatiers & Shops, Cupcakes, Florists, Food, Beer, Wine & Spirits, Party Supplies, Shopping, Cards & Stationery, Gift Shops, Floral Designers"
117,9cWXsVWMFxRX4IMvtS6f0A,Knuckle Sandwich,Portland,OR,97214,45.5231622,-122.6437679,4.0,70,0,"Restaurants, Sandwiches"
118,ciNCcmkU-PHHp20xb3IkCA,Fat Cupcake,Portland,OR,97206,45.479262514,-122.5894919652,4.0,103,1,"Cupcakes, Desserts, Bakeries, Food"
119,iYgbJL8z-ywjW4SLx3VxDA,The Cakery,Portland,OR,97239,45.478394,-122.6943123,4.5,72,1,"Food, Shopping, Cupcakes, Bakeries, Desserts"
120,cnGw4jG2tbbGGd0jJCQCZw,Mud Coffee,Portland,OR,97213,45.5355099,-122.6207061,4.5,60,0,"Coffee & Tea, Juice Bars & Smoothies, Food"
121,jLB9gmZhawvSOWaR32xaIQ,Powell's Books on Hawthorne,Portland,OR,97214,45.5123021,-122.6253158,4.5,180,1,"Shopping, Newspapers & Magazines, Bookstores, Books, Mags, Music & Video, Food, Used Bookstore, Coffee & Tea"
122,eHDfBK2pqGfyXMvq3gIgZA,Portland Steak & Chophouse,Portland,OR,97204,45.5221926,-122.673869,3.5,9,0,"Restaurants, Steakhouses"
123,g-iLpj7YL0juWfwCFubQkQ,Sanborn's,Portland,OR,97202,45.5001642,-122.6539839,4.0,346,0,"Breakfast & Brunch, Restaurants"
124,VGxHDM-0Ic6E5CrXl0qMfQ,Oaks Bottom Public House,Portland,OR,97202,45.4738802,-122.6494217,3.5,217,1,"Salad, Restaurants, Bars, Nightlife, Beverage Store, Soup, American (Traditional), Burgers, Food, Breweries, Pubs, Beer, Wine & Spirits, Sandwiches"
125,REJjkCz0JYQCVzsn2MjTDg,Bunk,Portland,OR,97204,45.522186849,-122.6770756159,4.0,203,0,"Sandwiches, Restaurants, Nightlife, Bars, Breakfast & Brunch"
126,kGmMiW1qCoJ95-5Y9Vk8kw,Simpatica Dining Hall,Portland,OR,97214,45.5213705,-122.6570574,4.5,247,0,"Diners, Event Planning & Services, Restaurants, American (New), American (Traditional), Beer, Wine & Spirits, Local Flavor, Italian, Caterers, Sandwiches, Food, Breakfast & Brunch"
127,d1CTYaYS_rwu4gHzFq-rYQ,Chu's Eatery,Portland,OR,97236,45.4924861,-122.4873637,3.5,71,1,"Chinese, Restaurants"
128,4CIymwx0FUsAw_OyxFixSQ,Thai Time Cafe,Portland,OR,97205,45.5203279,-122.6828747,4.0,73,1,"Restaurants, Thai"
129,jAgewawt7zZnV_OxRmcFBA,The Mocking Bird,Portland,OR,97213,45.540755305,-122.6093143185,4.5,49,1,"Food Trucks, Vegan, Gluten-Free, Burgers, Restaurants, Food"
130,W-cV5a52ML8SObGb7wAa7g,Maiphai Thai Cuisine,Portland,OR,97204,45.5209573,-122.6722422,4.0,104,0,"Nightlife, Bars, Thai, Food, Restaurants, Event Planning & Services, Beer, Wine & Spirits, Caterers"
131,7BAQHX9-qEZp4dqNU-J-lQ,Cha Cha Cha Catering,Portland,OR,97213,45.548502,-122.614423,4.5,7,1,"Caterers, Food Delivery Services, Wedding Planning, Event Planning & Services, Food"
132,no_UkSYx1j3qumlyqx48AQ,Miami Nice,Portland,OR,97232,45.5231822,-122.6437529,4.5,27,1,"Restaurants, Vegetarian, Cuban, Latin American, Vegan"
133,-VIjOvUHqEj9oKiSzV437A,Rescue Bagels,Portland,OR,97201,45.514428,-122.681189,4.0,23,0,"Breakfast & Brunch, Restaurants, Food, Food Stands, Bagels"
134,3HNq9KV8A7OBiqlWm8kZ8g,Swirl Frozen Yogurt,Portland,OR,97214,45.511922,-122.6278151,4.0,118,0,"Ice Cream & Frozen Yogurt, Food"
135,5nUjcxjMpcuMkxfH1YWlUg,Jalapeño Grill,Portland,OR,97233,45.5193294672,-122.5095614791,3.5,5,0,"American (Traditional), Mexican, Restaurants"
136,6yBizH8RnIYXk6vboLk3PA,Random Order Pie Bar,Portland,OR,97211,45.5589826754,-122.6466879457,4.0,514,0,"Bars, Restaurants, Coffee & Tea, Bakeries, Food, Desserts, Nightlife"
137,fuT9DHrcCySzBrNxMyJmkg,Chompers Growlers & Cantina Cantinflas,Portland,OR,97217,45.6031466,-122.6762632,4.0,10,1,"Mexican, Burgers, Food, Restaurants"
138,bfZ6JPiFPi1UQeosQ3fYrg,Taco Del Mar,Portland,OR,97207,45.5090477,-122.6809337,2.0,27,0,"Restaurants, Mexican"
139,mB__r6fV3HqhTU8CXhJXmQ,The Meadow,Portland,OR,97227,45.5499757,-122.6758754,4.5,106,1,"Cards & Stationery, Ethnic Food, Beer, Wine & Spirits, Shopping, Candy Stores, Arts & Crafts, Beauty & Spas, Florists, Cosmetics & Beauty Supply, Chocolatiers & Shops, Food, Specialty Food, Event Planning & Services, Herbs & Spices, Gift Shops, Flowers & Gifts"
140,3XrqDZs5Ay-AxFXw1RpUPg,The Trap Restaurant,Portland,OR,97206,45.4952678,-122.6092467,3.5,42,1,"Karaoke, American (Traditional), Dive Bars, Restaurants, Bars, Nightlife"
141,yuO6Zg53HhTWSwhRA2codA,Cha Cha Cha Taqueria,Portland,OR,97203,45.5819776,-122.7220669,3.0,211,1,"Restaurants, Mexican"
142,tKLDRIKRElI2wicdEKt_0w,Safeway,Portland,OR,97236,45.4962789,-122.5392749,2.5,27,1,"Food, Grocery"
