,user_id,business_id,stars,useful,funny,cool,text,date,time,month,year,word_count,char_count,avg_word_len,stopword_count,cleaned_text,polarity,subjectivity,neg,neu,pos,compound,sentiment,Dominant_Topic,Keywords,Text_Chunks
10,KwHyQ0NCMMHPydDOmBbQAw,JgjMHbZ4A407ZOmvEEoa6g,5.0,0.0,0.0,0.0,We've been big fans of Occidental and Urban German and couldn't wait for this to open. It didn't disappoint! The schnitzel was amazing and we can't wait to go back for the spätzle...it was already sold out! Bridge views make this place over the top! So glad this is in St Johns and can't wait to go back!,2016-08-03 23:22:45,23:22:45,8.0,2016.0,58.0,304.0,4.258620689655173,24.0,weve big fan occidental urban german couldnt wait open didnt disappoint schnitzel amazing cant wait go back spätzleit already sold bridge view make place top glad st john cant wait go back,0.17777777777777778,0.3333333333333333,0.0,0.807,0.193,0.9168,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['big', 'fan', 'occidental', 'urban', 'wait', 'open', 'disappoint', 'schnitzel', 'amazing', 'wait', 'back', 'spatzle', 'already', 'sell', 'bridge', 'view', 'place', 'glad', 'wait', 'back']"
11,PR-NRdbE4Fnaq-kULI4gog,Agq4zoNLSIpT1_ZJbnrvww,4.0,0.0,0.0,0.0,"The cost isn't expensive and it is very good. For me, places like Voodoo is too sweet for me, but it is not the case for Donut Palace. The donut itself is very airy and absolutely delicious when bitten down. I have only been there once, but I'm already enjoying it a lot!",2018-04-04 00:31:23,00:31:23,4.0,2018.0,53.0,271.0,4.132075471698113,26.0,cost isnt expensive good place like voodoo sweet case donut palace donut airy absolutely delicious bitten im already enjoying lot,0.41,0.7100000000000001,0.0,0.747,0.253,0.9453,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['cost', 'expensive', 'place', 'voodoo', 'absolutely', 'already', 'enjoy']"
12,Cs1dEheeY2UX0S-APLk4tg,V16Mua3SnXLt95N4EEolTw,5.0,0.0,0.0,0.0,This place is just plain great. Food is great and very unique. Service is impeccable. The Vodka cocktail is a must try if you like vodka. I ended  my dining experience with a chocolate pudding...I am in heaven. If you are in the area please do not miss this place. Cheers!!!,2012-11-06 03:37:27,03:37:27,11.0,2012.0,52.0,274.0,4.372549019607843,22.0,place plain great food great unique service impeccable vodka cocktail must try like vodka ended dining experience chocolate puddingi heaven area please miss place cheer,0.5021428571428571,0.7214285714285714,0.0,0.67,0.33,0.9671,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['place', 'plain', 'great', 'food', 'great', 'unique', 'service', 'impeccable', 'vodka', 'cocktail', 'must', 'like', 'vodka', 'end', 'dining', 'experience', 'chocolate', 'pudde', 'area', 'miss', 'place', 'cheer']"
13,lljqZVYkVdfLvjaaCWVIQQ,H_RM2u1WWGU1HkKZrYq2Ow,5.0,0.0,0.0,0.0,"Wow!!! Absolutely the BEST donuts I've EVER had!!! Tried old fashion glazed, Mexican hot chocolate (favorite!!!) & apple fritters...and no kidding...BEST EVER!!! Dense, moist & DEEEEE-lightful!!! A must if you're in the area!!! Yummmmmmm!!!",2017-04-07 22:44:08,22:44:08,4.0,2017.0,34.0,240.0,6.088235294117647,6.0,wow absolutely best donut ive ever tried old fashion glazed mexican hot chocolate favorite apple frittersand kiddingbest ever dense moist deeeeelightful must youre area yummmmmmm,0.325,0.5583333333333333,0.048,0.661,0.29,0.9182,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['absolutely', 'donut', 'ever', 'old', 'fashion', 'glaze', 'mexican', 'hot', 'chocolate', 'favorite', 'apple', 'fritter', 'kid', 'best', 'ever', 'dense', 'moist', 'must', 'area', 'yummmmmmm']"
14,SLqeSHh2uHSW4Ok1G9H_3g,H_RM2u1WWGU1HkKZrYq2Ow,5.0,0.0,0.0,0.0,"This is a place to be in the morning while visiting Portland!

Blue Star donuts have incredible sweets and savory delights to choose from. The donuts here are just mouth watering and glorious to look at while being in line because for one they are moist and not overall sweet for anyone who may be a sweet tooth.

Great thing to know is that the lines aren't too long which you may have imaged and I have to say its not like Voodoo donuts and that's for sure.",2017-08-16 04:52:34,04:52:34,8.0,2017.0,86.0,459.0,4.204545454545454,45.0,place morning visiting portland blue star donut incredible sweet savory delight choose donut mouth watering glorious look line one moist overall sweet anyone may sweet tooth great thing know line arent long may imaged say like voodoo donut thats sure,0.35555555555555557,0.554320987654321,0.044,0.762,0.194,0.9501,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['place', 'morning', 'visit', 'blue', 'star', 'donut', 'incredible', 'delight', 'choose', 'donut', 'mouth', 'water', 'glorious', 'look', 'moist', 'overall', 'sweet', 'sweet', 'tooth', 'great', 'thing', 'long', 'image', 'voodoo', 'donut', 'sure']"
15,p9TNT6pNKRuvBSzNf27JkQ,nVM8SLX5Yp3E6NNmL7tAPQ,4.0,0.0,0.0,0.0,"Blood Orange Creamsicle you guys! Do I need to say anything else? My husband and I tried this place on a whim, we are devout Salt & Straw lovers but we were in the area and were feeling adventurous. We sampled a few flavors and I immediately settled on the blood orange creamsicle, it was a little tart with all the creamy dreamy goodness you want in a creamsicle. My husband got a hot fudge sundae. The sundae was a little unorthodox, chock full of crunchy and dark cocoa nibs, but he seemed to enjoy it. 

A couple weeks later my friends were visiting and I knew one of them would just die for the blood orange creamsicle. We happened to find ourselves in the neighborhood so we stopped. 3 scoops of creamsicle later and we were all happy campers. 

Pro-tip they also have a mini scoop, in case you want to indulge, but not too much!

The point? Order the blood orange creamsicle you guys!",2015-08-19 04:14:26,04:14:26,8.0,2015.0,165.0,891.0,4.343373493975903,67.0,blood orange creamsicle guy need say anything else husband tried place whim devout salt straw lover area feeling adventurous sampled flavor immediately settled blood orange creamsicle little tart creamy dreamy goodness want creamsicle husband got hot fudge sundae sundae little unorthodox chock full crunchy dark cocoa nib seemed enjoy couple week later friend visiting knew one would die blood orange creamsicle happened find neighborhood stopped 3 scoop creamsicle later happy camper protip also mini scoop case want indulge much point order blood orange creamsicle guy,0.17954545454545454,0.49090909090909085,0.042,0.799,0.159,0.966,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['blood', 'guy', 'else', 'husband', 'place', 'salt', 'straw', 'lover', 'area', 'feel', 'adventurous', 'sampled', 'flavor', 'immediately', 'settle', 'blood', 'orange', 'creamsicle', 'little', 'tart', 'creamy', 'dreamy', 'goodness', 'creamsicle', 'husband', 'hot', 'fudge', 'sundae', 'little', 'unorthodox', 'chock', 'full', 'crunchy', 'dark', 'couple', 'week', 'later', 'friend', 'visit', 'die', 'blood', 'creamsicle', 'happen', 'find', 'neighborhood', 'stop', 'scoop', 'creamsicle', 'later', 'happy', 'camper', 'case', 'indulge', 'much', 'point', 'order', 'blood', 'orange', 'creamsicle', 'guy']"
16,pk1kfsdCu5Vk0rgrPCLPqg,-TOfMl4hLjH1iOQStV1opw,4.0,0.0,0.0,0.0,"The food was good and the service was exceptional.  There were a couple of snafus - my soup was taken to the wrong table - which the wait staff made up for with cups of another soup to tide me over.  Staff was also very sensitive to my food allergies, and made sure there was no cross contamination in the kitchen. 

I was pleasantly surprised at how well children are accommodated.  There's a dedicated child's menu with low cost (around $5) entrees, and crayons for coloring.  (The kids' food was great, too.)",2011-03-20 04:22:36,04:22:36,3.0,2011.0,96.0,511.0,4.5,38.0,food good service exceptional couple snafu soup taken wrong table wait staff made cup another soup tide staff also sensitive food allergy made sure cross contamination kitchen pleasantly surprised well child accommodated there dedicated child menu low cost around 5 entree crayon coloring kid food great,0.262962962962963,0.6932098765432099,0.068,0.754,0.178,0.9001,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['food', 'service', 'exceptional', 'couple', 'snafu', 'soup', 'wrong', 'table', 'wait', 'staff', 'cup', 'soup', 'tide', 'staff', 'sensitive', 'food', 'allergy', 'sure', 'cross', 'contamination', 'kitchen', 'pleasantly', 'surprise', 'well', 'child', 'accommodate', 'dedicated', 'child', 'menu', 'low', 'cost', 'entree', 'crayon', 'color', 'kid', 'food', 'great']"
17,ihj8ppHpHsfjHJFNyy9ahA,FYQHebkSHB0DE3xbn3f7Yg,1.0,13.0,0.0,1.0,"An open letter to Kreuger Farms:

Dear Mr. Kreuger,

I have been a loyal customer for over 15 years.  I have had many memorable times coming to your farm to pick fruits, pumpkins and feast on the goodies sold in your market. I expected the same experience today, but sadly, was greatly mistaken. 

I came to pick raspberries, but because it was raining, was in the market area waiting for the rain to subside. While I was contemplating buying a flat, one of your employees brought over a sign that raised the price of the flats and stuck it on the cart. When I remarked about the price, she flippantly said that I was too slow and should have gotten it sooner.

I saw you come over and was about to make a comment, when you interrupted me and said, ""that's what supply and demand is."" And walked away.

I would like to believe that you and your staff were just having a bad day and that customers usually are usually treated with better customer service instead of being subjected to the blatant price hikes and rude comments I experienced today.

Your ""lesson"" in supply and demand was taken to heart. And I'm sorry to say that I will never be coming back to support your market again. Also, I will encourage my friends and colleagues who are looking for farm fresh produce and fruits to consider alternative more customer friendly establishments. 

I know my change in patronage will not impact your bottom line at all, but I would encourage you to think about what true customer service means and practice that with your other patrons, before the demand for your goods drops due to how you treat your customers.

Sincerely,
Former Kreuger farms fan",2013-06-24 07:14:55,07:14:55,6.0,2013.0,289.0,1651.0,4.562711864406779,129.0,open letter kreuger farm dear mr kreuger loyal customer 15 year many memorable time coming farm pick fruit pumpkin feast goody sold market expected experience today sadly greatly mistaken came pick raspberry raining market area waiting rain subside contemplating buying flat one employee brought sign raised price flat stuck cart remarked price flippantly said slow gotten sooner saw come make comment interrupted said thats supply demand walked away would like believe staff bad day customer usually usually treated better customer service instead subjected blatant price hike rude comment experienced today lesson supply demand taken heart im sorry say never coming back support market also encourage friend colleague looking farm fresh produce fruit consider alternative customer friendly establishment know change patronage impact bottom line would encourage think true customer service mean practice patron demand good drop due treat customer sincerely former kreuger farm fan,0.09683333333333334,0.5305000000000001,0.08,0.764,0.157,0.9852,negative,0.0,"order, time, wait, food, table, give, ask, back, service, never","['open', 'letter', 'farm', 'dear', 'loyal', 'customer', 'year', 'memorable', 'time', 'farm', 'pick', 'fruit', 'pumpkin', 'feast', 'goody', 'sell', 'market', 'expect', 'experience', 'today', 'sadly', 'greatly', 'mistaken', 'pick', 'raspberry', 'rain', 'market', 'area', 'wait', 'rain', 'subside', 'contemplate', 'buy', 'flat', 'employee', 'bring', 'sign', 'raise', 'price', 'flat', 'stick', 'remark', 'price', 'flippantly', 'slow', 'sooner', 'comment', 'interrupt', 'supply', 'demand', 'walk', 'away', 'believe', 'staff', 'bad', 'day', 'customer', 'usually', 'usually', 'treat', 'well', 'customer', 'service', 'instead', 'blatant', 'price', 'hike', 'rude', 'comment', 'experience', 'today', 'lesson', 'supply', 'demand', 'heart', 'sorry', 'never', 'back', 'support', 'market', 'encourage', 'friend', 'colleague', 'look', 'farm', 'fresh', 'produce', 'fruit', 'consider', 'alternative', 'customer', 'friendly', 'establishment', 'change', 'patronage', 'impact', 'bottom', 'encourage', 'true', 'customer', 'service', 'mean', 'practice', 'patron', 'demand', 'drop', 'due', 'treat', 'customer', 'sincerely', 'former', 'fan']"
18,1Fcgculayjb8ZCw0eM3EEw,jCy-3qRF0t5XGX36JPOvFA,4.0,1.0,0.0,0.0,"Consistently good mexican food. Not a super diverse menu, but not just a taco or burrito only menu either. Decent prices and friendly service.",2015-08-19 04:29:24,04:29:24,8.0,2015.0,24.0,142.0,4.958333333333333,8.0,consistently good mexican food super diverse menu taco burrito menu either decent price friendly service,0.315,0.48666666666666664,0.071,0.716,0.213,0.6342,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['consistently', 'mexican', 'food', 'super', 'decent', 'price', 'friendly', 'service']"
19,SiwZeCriqaJrh_qK10Wo2g,zIUFzFUy4Ja0TWMClV0xRQ,3.0,1.0,0.0,0.0,"This sushi -go-around is your typical ""franchise-like"" sushi joint.  Not the best sushi by any means, however the variety of items at decent prices compensate for any lacking. I like their seaweed/salad rolls--a great way to get your daily veggie intake :). They also have three types of udon (chicken, beef, tofu) all are good, however these must be specially requested with either the Sushi chief or waiter/waitress. Bar is good, with a decent happy hour menu. 

Location is perfect! Right in the heart of many enjoyable locales (namely Powell's and other shopping places).",2007-05-17 19:17:25,19:17:25,5.0,2007.0,95.0,575.0,5.095744680851064,31.0,sushi goaround typical franchiselike sushi joint best sushi mean however variety item decent price compensate lacking like seaweedsalad rollsa great way get daily veggie intake also three type udon chicken beef tofu good however must specially requested either sushi chief waiterwaitress bar good decent happy hour menu location perfect right heart many enjoyable locale namely powell shopping place,0.3685639880952381,0.6204985119047619,0.029,0.736,0.235,0.9745,neutral,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['typical', 'franchise', 'mean', 'however', 'variety', 'item', 'decent', 'price', 'compensate', 'lacking', 'seaweed', 'salad', 'roll', 'great', 'daily', 'veggie', 'intake', 'type', 'beef', 'tofu', 'however', 'must', 'specially', 'request', 'waitress', 'bar', 'decent', 'happy', 'hour', 'location', 'perfect', 'heart', 'enjoyable', 'locale', 'namely', 'powell', 'shopping', 'place']"
20,I-0Be1dHEacp293TeRUDpw,Irp5sgl7XASH5ZTw2D47qw,4.0,0.0,0.0,0.0,"Enjoyed the food, just not so much the ordering style. Basically you order as if you are in a sushi joint. You check off what you'd like. But, there were quite a few options, more than I would like to see when I'm hungry. 

With that said, the food was good, the server was very nice and helpful (albeit very quite/low voice), and I would definitely go back!",2011-04-22 00:33:23,00:33:23,4.0,2011.0,68.0,358.0,4.25,32.0,enjoyed food much ordering style basically order sushi joint check youd like quite option would like see im hungry said food good server nice helpful albeit quitelow voice would definitely go back,0.4,0.5,0.0,0.726,0.274,0.9722,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['enjoy', 'food', 'much', 'order', 'style', 'basically', 'order', 'joint', 'check', 'option', 'food', 'server', 'helpful', 'quite', 'low', 'voice', 'definitely', 'back']"
21,-zqGTvnQt9IFgTsUvuYcSw,lyhNDfX8UatlRO5H3Kfccg,5.0,4.0,2.0,2.0,"As many people before have said I shall too say these are some of the best Persian kabobs you can get in the city! Truly juicy koobideh. The owner is so humble and says ""oh I just thought I would try cooking for more than my family"" but I can't imagine him not having thought that because where would we downtown Portlander's be without his delicious Persian food?!?!

He gives you healthy portion, accepts credit cards or cash and conveniently stays open until 4 o'clock which is later than a lot of the other food carts in the area.  

It's quickly become such a downtown staple. Plus the owner is so adorable and lovable that he was even featured in a local commercial, that's pretty cool.",2015-09-23 23:14:02,23:14:02,9.0,2015.0,126.0,692.0,4.468253968253968,54.0,many people said shall say best persian kabob get city truly juicy koobideh owner humble say oh thought would try cooking family cant imagine thought would downtown portlanders without delicious persian food give healthy portion accepts credit card cash conveniently stay open 4 oclock later lot food cart area quickly become downtown staple plus owner adorable lovable even featured local commercial thats pretty cool,0.33809523809523806,0.4892857142857143,0.026,0.759,0.215,0.9833,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['people', 'shall', 'best', 'city', 'truly', 'juicy', 'koobideh', 'owner', 'cooking', 'family', 'imagine', 'downtown', 'portlander', 'delicious', 'persian', 'food', 'give', 'healthy', 'portion', 'accept', 'credit', 'card', 'cash', 'conveniently', 'stay', 'open', 'oclock', 'later', 'food', 'cart', 'area', 'quickly', 'become', 'downtown', 'staple', 'owner', 'adorable', 'lovable', 'feature', 'local', 'commercial', 'pretty', 'cool']"
